run_id,framework,experiment,model,dataset,record_type,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,44,5409.23968911171,0.76421,0.4028,0.82065,0.88106,0.79862,0.88874,0.63665,0.74431,0.38744,0.81403,0.0006380473000000001,0.0006380473000000001,0.0006380473000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,45,5531.167950153351,0.76294,0.40314,0.8194,0.89796,0.79899,0.89227,0.64161,0.74139,0.38656,0.8135,0.0006270484,0.0006270484,0.0006270484
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,46,5653.339305877686,0.75917,0.40027,0.8193,0.89336,0.7963,0.89219,0.64276,0.73924,0.38179,0.81308,0.0006160495,0.0006160495,0.0006160495
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,47,5775.064747571945,0.76229,0.40184,0.82007,0.88754,0.81198,0.89705,0.64493,0.73903,0.3822,0.81281,0.0006050506000000001,0.0006050506000000001,0.0006050506000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,48,5897.712964773178,0.75802,0.4017,0.82012,0.86775,0.82213,0.8938,0.64486,0.74029,0.38268,0.81239,0.0005940517000000001,0.0005940517000000001,0.0005940517000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,49,6021.482662439346,0.75726,0.40073,0.81989,0.88895,0.81018,0.89498,0.64299,0.73653,0.3802,0.81278,0.0005830528000000001,0.0005830528000000001,0.0005830528000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,50,6145.088486194611,0.75394,0.39781,0.81955,0.87941,0.81599,0.897,0.64716,0.735,0.37958,0.81244,0.0005720539000000001,0.0005720539000000001,0.0005720539000000001
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,51,6273.371282339096,0.75141,0.39594,0.819,0.88704,0.80596,0.89428,0.64536,0.73608,0.3804,0.81211,0.000561055,0.000561055,0.000561055
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,52,6396.831400156021,0.74727,0.39224,0.81846,0.8944,0.80764,0.89622,0.64918,0.72995,0.37509,0.81155,0.0005500561,0.0005500561,0.0005500561
yolo_yolov5m_20260729_154624,yolo,yolo_yolov5m_20260729_154624,yolov5m.pt,/root/autodl-fs/datasets/DAIR-V2X_YOLO_Vehicle5/dairv2x_vehicle5.yaml,train,53,6518.285487651825,0.74687,0.39356,0.81708,0.89742,0.80261,0.896,0.64836,0.73168,0.37595,0.81154,0.0005390572,0.0005390572,0.0005390572
